Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,178.51815795898438,180.4110870361328,177.8202667236328,178.10707092285156,109.84498596191406,5905716
2012-01-04,177.4091796875,178.13575744628906,176.806884765625,177.3804931640625,109.39688873291016,4546648
2012-01-05,176.68260192871094,176.89292907714844,175.0478057861328,176.53919982910156,108.87802124023438,4668403
2012-01-06,176.28106689453125,176.3671112060547,174.29254150390625,174.51242065429688,107.62802124023438,5122367
2012-01-09,174.1873779296875,174.25430297851562,172.34225463867188,173.6042022705078,107.06787872314453,5440455
2012-01-10,175.17208862304688,175.64053344726562,173.23135375976562,173.33651733398438,106.90283203125,5398406
2012-01-11,172.7820281982422,174.7705535888672,172.5621337890625,174.30210876464844,107.498291015625,4299897
2012-01-12,173.86233520507812,173.91014099121094,170.53536987304688,172.6099395751953,106.45469665527344,7197526
2012-01-13,171.58700561523438,171.71128845214844,169.55067443847656,171.28106689453125,105.6351318359375,5522043
2012-01-17,172.4282989501953,173.9961700439453,171.4340362548828,172.08413696289062,106.13042449951172,6279556
2012-01-18,171.92160034179688,173.61376953125,171.6061248779297,173.10707092285156,106.76129150390625,4812228
2012-01-19,173.79541015625,174.34034729003906,172.41873168945312,172.58126831054688,106.43701171875,8961291
2012-01-20,177.6003875732422,180.65965270996094,176.625244140625,180.2294464111328,111.15393829345703,13440786
2012-01-23,179.64627075195312,182.14149475097656,179.4168243408203,181.625244140625,112.01473236083984,6016278
2012-01-24,180.33460998535156,183.8432159423828,180.2294464111328,183.48948669433594,113.16451263427734,5591602
2012-01-25,182.91586303710938,183.78585815429688,181.27151489257812,183.29827880859375,113.04656982421875,4560246
2012-01-26,183.3556365966797,184.31166076660156,182.09368896484375,182.58126831054688,112.60437774658203,4188916
2012-01-27,181.65391540527344,183.33651733398438,181.46270751953125,182.08413696289062,112.29773712158203,3514978
2012-01-30,181.06118774414062,184.25430297851562,179.94264221191406,184.034423828125,113.5005874633789,4559514
2012-01-31,184.5984649658203,184.6080322265625,182.6003875732422,184.13002014160156,113.55956268310547,5048833
2012-02-01,184.71319580078125,186.24282836914062,183.94837951660156,184.14913940429688,113.57132720947266,5322885
2012-02-02,184.24473571777344,184.82791137695312,182.91586303710938,183.10707092285156,112.92864990234375,4087036
2012-02-03,184.4455108642578,185.5927276611328,184.07266235351562,185.12428283691406,114.1727294921875,4729698
2012-02-06,184.01528930664062,185.23899841308594,183.55641174316406,184.34034729003906,113.68926239013672,3807231
2012-02-07,183.9866180419922,185.602294921875,183.52772521972656,184.84703063964844,114.00175476074219,3590918
2012-02-08,184.30210876464844,185.06692504882812,183.29827880859375,184.46463012695312,114.20892333984375,3978775
2012-02-09,184.54110717773438,185.90821838378906,184.08221435546875,184.63670349121094,114.3154525756836,4054714
2012-02-10,183.32696533203125,183.96749877929688,182.86807250976562,183.9579315185547,113.89519500732422,3547091
2012-02-13,184.8087921142578,185.17208862304688,183.30784606933594,184.14913940429688,114.01358032226562,2571905
2012-02-14,183.32696533203125,184.13002014160156,182.4378662109375,183.7667236328125,113.77680206298828,3554413
2012-02-15,183.85276794433594,184.93307495117188,182.8489532470703,183.79541015625,113.79456329345703,4205861
2012-02-16,184.1395721435547,184.75143432617188,183.55641174316406,184.53155517578125,114.25032043457031,3687673
2012-02-17,185.1912078857422,185.33460998535156,183.8432159423828,184.91395568847656,114.48713684082031,3918839
2012-02-21,185.2103271484375,185.69789123535156,183.9961700439453,184.88528442382812,114.46941375732422,3445106
2012-02-22,184.54110717773438,186.1759033203125,184.27342224121094,185.3441619873047,114.75345611572266,3426487
2012-02-23,185.3441619873047,190.46844482421875,184.78012084960938,188.91969299316406,116.96723937988281,8402204
2012-02-24,189.6558380126953,189.82791137695312,187.9636688232422,189.06309509277344,117.0560531616211,3507447
2012-02-27,188.12619018554688,189.9713134765625,187.47610473632812,188.8432159423828,116.91987609863281,3931286
2012-02-28,189.0535430908203,190.2103271484375,188.7476043701172,189.27342224121094,117.18621063232422,3313100
2012-02-29,189.15870666503906,190.4110870361328,187.81069946289062,188.07839965820312,116.44631958007812,5352487
2012-03-01,188.55641174316406,189.7418670654297,188.26959228515625,188.8432159423828,116.91987609863281,3724074
2012-03-02,188.43212890625,190.14340209960938,188.3938751220703,190.06692504882812,117.6775131225586,3898860
2012-03-05,189.63670349121094,192.34225463867188,189.579345703125,191.8355712890625,118.77253723144531,7257148
2012-03-06,190.38241577148438,190.8604278564453,188.15487670898438,188.5850830078125,116.76004028320312,5454576
2012-03-07,189.3785858154297,189.8374786376953,188.6328887939453,189.07266235351562,117.0619125366211,3500857
2012-03-08,190.47801208496094,191.1950225830078,189.91395568847656,191.02294921875,118.2694091796875,3290507
2012-03-09,191.1854705810547,192.25621032714844,190.93690490722656,191.7973175048828,118.74887084960938,3324397
2012-03-12,192.09368896484375,192.70555114746094,191.42446899414062,192.16061401367188,118.97380828857422,3263206
2012-03-13,192.8489532470703,194.93307495117188,192.74378967285156,194.818359375,120.61930847167969,5089836
