Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,0.35749998688697815,0.36000001430511475,0.3502500057220459,0.35100001096725464,0.32191917300224304,468044000
2012-01-04,0.3512499928474426,0.3564999997615814,0.3479999899864197,0.35499998927116394,0.3255876898765564,347372000
2012-01-05,0.35324999690055847,0.3695000112056732,0.351749986410141,0.36774998903274536,0.33728137612342834,563548000
2012-01-06,0.3675000071525574,0.36774998903274536,0.359250009059906,0.3634999990463257,0.3333834707736969,533252000
2012-01-09,0.36375001072883606,0.37049999833106995,0.3610000014305115,0.3634999990463257,0.3333834707736969,508244000
2012-01-10,0.36899998784065247,0.36924999952316284,0.359499990940094,0.3619999885559082,0.3320077359676361,546328000
2012-01-11,0.35874998569488525,0.3619999885559082,0.35324999690055847,0.35475000739097595,0.32535839080810547,484272000
2012-01-12,0.3555000126361847,0.3557499945163727,0.34474998712539673,0.35249999165534973,0.32329484820365906,652364000
2012-01-13,0.3499999940395355,0.35074999928474426,0.34150001406669617,0.34325000643730164,0.31481117010116577,504300000
2012-01-17,0.34850001335144043,0.34850001335144043,0.3375000059604645,0.33799999952316284,0.30999618768692017,627176000
2012-01-18,0.34450000524520874,0.35225000977516174,0.34275001287460327,0.34950000047683716,0.3205433487892151,632676000
2012-01-19,0.35249999165534973,0.359250009059906,0.3487499952316284,0.35874998569488525,0.3290269672870636,608312000
2012-01-20,0.3582499921321869,0.36250001192092896,0.3542500138282776,0.3555000126361847,0.32604628801345825,546272000
2012-01-23,0.3557499945163727,0.36550000309944153,0.3512499928474426,0.36524999141693115,0.3349885046482086,562792000
2012-01-24,0.36274999380111694,0.375,0.36250001192092896,0.3734999895095825,0.3425547778606415,730920000
2012-01-25,0.3634999990463257,0.3722499907016754,0.3529999852180481,0.3712500035762787,0.3404914438724518,1274152000
2012-01-26,0.37674999237060547,0.38100001215934753,0.3657500147819519,0.36774998903274536,0.33728137612342834,799672000
2012-01-27,0.36550000309944153,0.3747499883174896,0.36250001192092896,0.37275001406669617,0.34186720848083496,449996000
2012-01-30,0.36625000834465027,0.37174999713897705,0.3607499897480011,0.3700000047683716,0.33934494853019714,399076000
2012-01-31,0.3709999918937683,0.3712500035762787,0.36274999380111694,0.36924999952316284,0.33865705132484436,357900000
2012-02-01,0.3734999895095825,0.3774999976158142,0.3682500123977661,0.37325000762939453,0.3423256576061249,428020000
2012-02-02,0.3752500116825104,0.38874998688697815,0.3714999854564667,0.38725000619888306,0.3551657497882843,696236000
2012-02-03,0.3930000066757202,0.3987500071525574,0.3922500014305115,0.3955000042915344,0.36273226141929626,495232000
